,time,type
1621,1866,retweet
1622,1867,retweet
1623,1867,retweet
1624,1867,retweet
1625,1867,reply
1626,1868,retweet
1627,1868,retweet
1628,1869,reply
1629,1869,retweet
1630,1871,message
1631,1873,retweet
1632,1874,reply
1633,1876,retweet
1634,1877,retweet
1635,1879,retweet
1636,1880,reply
1637,1882,retweet
1638,1883,message
1639,1883,retweet
1640,1884,retweet
1641,1884,retweet
1642,1885,reply
1643,1887,retweet
1644,1887,retweet
1645,1888,retweet
1646,1889,retweet
1647,1891,retweet
1648,1892,retweet
1649,1893,retweet
1650,1893,reply
1651,1894,retweet
1652,1895,retweet
1653,1897,retweet
1654,1897,retweet
1655,1898,retweet
1656,1902,retweet
1657,1902,retweet
1658,1902,message
1659,1902,retweet
1660,1905,reply
1661,1905,retweet
1662,1906,retweet
1663,1908,reply
1664,1908,retweet
1665,1909,retweet
1666,1910,retweet
1667,1910,reply
1668,1910,retweet
1669,1913,retweet
1670,1915,retweet
1671,1916,message
1672,1917,reply
1673,1917,reply
1674,1920,retweet
1675,1920,retweet
1676,1921,retweet
1677,1921,retweet
1678,1924,retweet
1679,1924,reply
1680,1926,retweet
1681,1927,retweet
1682,1928,retweet
1683,1929,retweet
1684,1929,retweet
1685,1931,retweet
1686,1932,message
1687,1934,reply
1688,1936,retweet
1689,1941,reply
1690,1944,retweet
1691,1945,retweet
1692,1945,retweet
1693,1948,reply
1694,1950,retweet
1695,1953,retweet
1696,1954,reply
1697,1954,retweet
1698,1955,retweet
1699,1957,retweet
1700,1957,retweet
1701,1958,retweet
1702,1958,retweet
1703,1959,retweet
1704,1960,retweet
1705,1963,retweet
1706,1964,reply
1707,1964,message
1708,1964,retweet
1709,1965,retweet
1710,1965,retweet
1711,1968,retweet
1712,1971,reply
1713,1971,retweet
1714,1972,retweet
1715,1973,retweet
1716,1974,retweet
1717,1974,retweet
1718,1977,retweet
1719,1978,retweet
1720,1978,reply
1721,1978,retweet
1722,1979,retweet
1723,1981,retweet
1724,1982,retweet
1725,1983,retweet
1726,1985,retweet
1727,1986,retweet
1728,1988,reply
1729,1988,reply
1730,1989,retweet
1731,1990,reply
1732,1991,retweet
1733,1991,reply
1734,1993,retweet
1735,1993,retweet
1736,1994,reply
1737,1997,retweet
1738,1998,retweet
1739,2001,retweet
1740,2001,reply
1741,2001,retweet
1742,2002,retweet
1743,2002,retweet
1744,2005,reply
1745,2005,retweet
1746,2005,retweet
1747,2007,retweet
1748,2009,retweet
1749,2009,retweet
1750,2010,message
1751,2011,retweet
1752,2012,retweet
1753,2014,retweet
1754,2016,retweet
1755,2017,retweet
1756,2017,message
1757,2026,message
1758,2028,reply
1759,2031,retweet
1760,2031,retweet
1761,2033,reply
1762,2034,retweet
1763,2035,retweet
1764,2035,retweet
1765,2035,retweet
1766,2037,reply
1767,2037,retweet
1768,2038,retweet
1769,2038,retweet
1770,2040,reply
1771,2040,retweet
1772,2042,reply
1773,2042,retweet
1774,2042,retweet
1775,2045,retweet
1776,2049,retweet
1777,2049,retweet
1778,2051,retweet
1779,2056,retweet
1780,2058,retweet
1781,2059,retweet
1782,2060,retweet
1783,2061,retweet
1784,2062,retweet
1785,2063,retweet
1786,2067,reply
1787,2067,retweet
1788,2067,reply
1789,2069,retweet
1790,2069,reply
1791,2070,retweet
1792,2071,retweet
1793,2071,retweet
1794,2072,reply
1795,2072,retweet
1796,2074,retweet
1797,2074,message
1798,2075,retweet
1799,2077,reply
1800,2077,retweet
1801,2080,retweet
1802,2084,retweet
1803,2086,retweet
1804,2086,retweet
1805,2087,retweet
1806,2087,retweet
1807,2090,retweet
1808,2091,retweet
1809,2093,retweet
1810,2093,retweet
1811,2095,retweet
1812,2095,message
1813,2096,retweet
1814,2096,retweet
1815,2097,retweet
1816,2099,retweet
1817,2099,retweet
1818,2100,retweet
1819,2100,retweet
1820,2103,retweet
1821,2103,retweet
1822,2103,message
1823,2104,retweet
1824,2104,retweet
1825,2107,retweet
1826,2107,retweet
1827,2107,retweet
1828,2107,retweet
1829,2107,retweet
1830,2107,retweet
1831,2107,message
1832,2107,retweet
1833,2107,retweet
1834,2108,retweet
1835,2108,retweet
1836,2108,retweet
1837,2108,reply
1838,2108,retweet
1839,2109,retweet
1840,2109,retweet
1841,2109,retweet
1842,2109,retweet
1843,2109,retweet
1844,2109,retweet
1845,2110,retweet
1846,2110,retweet
1847,2110,retweet
1848,2110,retweet
1849,2110,retweet
1850,2111,retweet
1851,2111,retweet
1852,2112,retweet
1853,2112,retweet
1854,2113,retweet
1855,2113,retweet
1856,2113,message
1857,2114,retweet
1858,2114,retweet
1859,2114,retweet
1860,2114,retweet
1861,2115,retweet
1862,2115,retweet
1863,2115,retweet
1864,2115,retweet
1865,2115,retweet
1866,2116,retweet
1867,2116,retweet
1868,2117,retweet
1869,2117,retweet
1870,2118,retweet
1871,2118,retweet
1872,2118,message
1873,2119,retweet
1874,2119,retweet
1875,2119,retweet
1876,2120,retweet
1877,2120,retweet
1878,2121,reply
1879,2122,retweet
1880,2122,retweet
1881,2124,retweet
1882,2125,retweet
1883,2125,message
1884,2128,reply
1885,2129,retweet
1886,2129,retweet
1887,2131,retweet
1888,2132,retweet
1889,2134,reply
1890,2134,retweet
1891,2134,retweet
1892,2135,message
1893,2135,retweet
1894,2137,retweet
1895,2138,message
1896,2139,reply
1897,2140,retweet
1898,2142,message
1899,2143,retweet
1900,2144,reply
1901,2145,retweet
1902,2146,retweet
1903,2147,retweet
1904,2148,message
1905,2148,retweet
1906,2150,reply
1907,2153,retweet
1908,2153,message
1909,2154,retweet
1910,2154,reply
1911,2154,retweet
1912,2154,retweet
1913,2155,retweet
1914,2156,retweet
1915,2156,retweet
1916,2156,reply
1917,2157,message
1918,2158,retweet
1919,2158,retweet
1920,2160,message
1921,2161,reply
1922,2161,retweet
1923,2161,retweet
1924,2163,retweet
1925,2163,retweet
1926,2165,retweet
1927,2165,retweet
1928,2166,retweet
1929,2167,retweet
1930,2168,retweet
1931,2168,retweet
1932,2168,retweet
1933,2168,retweet
1934,2172,retweet
1935,2172,retweet
1936,2173,retweet
1937,2175,reply
1938,2176,retweet
1939,2176,retweet
1940,2176,retweet
1941,2177,retweet
1942,2177,retweet
1943,2180,retweet
1944,2185,reply
1945,2188,retweet
1946,2188,retweet
1947,2190,retweet
1948,2191,reply
1949,2192,retweet
1950,2194,reply
1951,2199,message
1952,2199,retweet
1953,2202,reply
1954,2202,retweet
1955,2202,reply
1956,2203,retweet
1957,2204,reply
1958,2204,retweet
1959,2208,reply
1960,2209,retweet
1961,2210,retweet
1962,2212,retweet
1963,2212,retweet
1964,2213,retweet
1965,2213,retweet
1966,2213,reply
1967,2214,retweet
1968,2217,reply
1969,2220,reply
1970,2221,reply
1971,2221,retweet
1972,2221,reply
1973,2222,retweet
1974,2224,retweet
1975,2226,retweet
1976,2227,retweet
1977,2229,retweet
1978,2229,reply
1979,2231,retweet
1980,2231,reply
1981,2232,retweet
1982,2232,retweet
1983,2232,retweet
1984,2233,retweet
1985,2234,retweet
1986,2237,reply
1987,2237,retweet
1988,2239,message
1989,2240,retweet
1990,2245,retweet
1991,2246,retweet
1992,2248,reply
1993,2248,retweet
1994,2248,retweet
1995,2249,reply
1996,2250,retweet
1997,2250,retweet
1998,2250,retweet
1999,2251,reply
2000,2251,retweet
2001,2252,retweet
2002,2253,retweet
2003,2256,reply
2004,2258,retweet
2005,2259,reply
2006,2260,retweet
2007,2260,retweet
2008,2261,retweet
2009,2262,retweet
2010,2262,retweet
2011,2263,retweet
2012,2266,retweet
2013,2266,retweet
2014,2267,retweet
2015,2268,retweet
2016,2269,retweet
2017,2270,retweet
2018,2270,retweet
2019,2271,retweet
2020,2271,reply
2021,2273,retweet
2022,2273,message
2023,2274,retweet
2024,2278,retweet
2025,2279,reply
2026,2281,retweet
2027,2282,reply
2028,2282,retweet
2029,2282,retweet
2030,2282,retweet
2031,2283,retweet
2032,2283,retweet
2033,2286,retweet
2034,2286,reply
2035,2286,reply
2036,2287,message
2037,2288,retweet
2038,2289,retweet
2039,2289,reply
2040,2290,retweet
2041,2291,retweet
2042,2292,retweet
2043,2292,retweet
2044,2294,retweet
2045,2294,retweet
2046,2294,retweet
2047,2296,retweet
2048,2297,reply
2049,2299,retweet
2050,2300,retweet
2051,2300,retweet
2052,2304,reply
2053,2305,retweet
2054,2306,retweet
2055,2307,retweet
2056,2307,retweet
2057,2309,retweet
2058,2309,retweet
2059,2311,reply
2060,2312,retweet
2061,2312,retweet
2062,2312,reply
2063,2313,retweet
2064,2313,retweet
2065,2315,retweet
2066,2317,reply
2067,2318,retweet
2068,2318,retweet
2069,2318,retweet
2070,2320,reply
2071,2321,retweet
2072,2321,retweet
2073,2321,retweet
2074,2323,retweet
2075,2324,retweet
2076,2325,retweet
2077,2325,retweet
2078,2326,retweet
2079,2327,retweet
2080,2328,retweet
2081,2328,retweet
2082,2330,retweet
2083,2331,reply
2084,2331,reply
2085,2333,retweet
2086,2333,retweet
2087,2333,retweet
2088,2334,reply
2089,2335,reply
2090,2335,message
2091,2336,retweet
2092,2337,retweet
2093,2338,retweet
2094,2339,retweet
2095,2341,retweet
2096,2341,retweet
2097,2342,retweet
2098,2346,retweet
2099,2348,retweet
2100,2352,reply
2101,2353,retweet
2102,2354,retweet
2103,2357,retweet
2104,2358,message
2105,2359,retweet
2106,2361,reply
2107,2361,retweet
2108,2362,retweet
2109,2365,message
2110,2366,retweet
2111,2366,reply
2112,2366,reply
2113,2367,reply
2114,2367,reply
2115,2371,message
2116,2372,retweet
2117,2373,retweet
2118,2373,retweet
2119,2373,reply
2120,2374,message
2121,2375,retweet
2122,2376,reply
2123,2376,retweet
2124,2378,retweet
2125,2379,retweet
2126,2380,retweet
2127,2381,retweet
2128,2382,message
2129,2382,reply
2130,2383,retweet
2131,2384,retweet
2132,2385,retweet
2133,2386,retweet
2134,2386,retweet
2135,2387,retweet
2136,2392,retweet
2137,2393,retweet
2138,2394,retweet
2139,2396,message
2140,2397,retweet
2141,2399,retweet
2142,2399,retweet
2143,2400,retweet
2144,2402,retweet
2145,2403,retweet
2146,2404,reply
2147,2404,message
2148,2404,retweet
2149,2408,reply
2150,2408,retweet
2151,2409,retweet
2152,2409,retweet
2153,2411,retweet
2154,2412,reply
2155,2412,retweet
2156,2412,retweet
2157,2412,retweet
2158,2413,reply
2159,2414,retweet
2160,2414,retweet
2161,2417,retweet
2162,2417,message
2163,2417,message
2164,2418,retweet
2165,2422,retweet
2166,2424,retweet
2167,2425,retweet
2168,2427,retweet
2169,2427,reply
2170,2428,retweet
2171,2429,retweet
2172,2429,retweet
2173,2432,retweet
2174,2434,retweet
2175,2434,reply
2176,2436,retweet
2177,2436,reply
2178,2436,retweet
2179,2437,retweet
2180,2437,retweet
2181,2439,retweet
2182,2440,retweet
2183,2445,retweet
2184,2445,retweet
2185,2446,retweet
2186,2449,retweet
2187,2449,reply
2188,2449,reply
2189,2450,reply
2190,2450,retweet
2191,2450,retweet
2192,2451,retweet
2193,2451,retweet
2194,2455,retweet
2195,2455,reply
2196,2455,retweet
2197,2456,message
2198,2456,reply
2199,2458,retweet
2200,2461,message
2201,2462,retweet
2202,2463,retweet
2203,2463,retweet
2204,2463,reply
2205,2463,retweet
2206,2464,retweet
2207,2465,retweet
2208,2465,retweet
2209,2465,retweet
2210,2465,retweet
2211,2465,retweet
2212,2465,retweet
2213,2465,retweet
2214,2465,retweet
2215,2466,retweet
2216,2466,retweet
2217,2466,retweet
2218,2466,retweet
2219,2466,retweet
2220,2466,retweet
2221,2466,retweet
2222,2466,retweet
2223,2467,retweet
2224,2467,retweet
2225,2467,retweet
2226,2467,retweet
2227,2467,retweet
2228,2467,reply
2229,2468,retweet
2230,2468,retweet
2231,2468,retweet
2232,2468,retweet
2233,2469,retweet
2234,2471,retweet
2235,2471,retweet
2236,2471,reply
2237,2472,retweet
2238,2472,retweet
2239,2476,retweet
2240,2477,retweet
2241,2478,retweet
2242,2478,retweet
2243,2479,retweet
2244,2480,retweet
2245,2480,retweet
2246,2485,retweet
2247,2486,retweet
2248,2488,retweet
2249,2488,retweet
2250,2488,retweet
2251,2488,retweet
2252,2490,retweet
2253,2490,retweet
2254,2491,retweet
2255,2494,reply
2256,2498,retweet
2257,2498,retweet
2258,2498,retweet
2259,2499,retweet
2260,2499,reply
2261,2499,retweet
2262,2501,retweet
2263,2501,retweet
2264,2502,retweet
2265,2503,reply
2266,2503,retweet
2267,2503,retweet
2268,2504,retweet
2269,2505,retweet
2270,2505,retweet
2271,2508,retweet
2272,2509,retweet
2273,2510,retweet
2274,2510,retweet
2275,2510,retweet
2276,2512,retweet
2277,2513,reply
2278,2513,retweet
2279,2514,reply
2280,2516,retweet
2281,2516,retweet
2282,2518,retweet
2283,2518,reply
2284,2520,retweet
2285,2520,reply
2286,2520,retweet
2287,2520,retweet
2288,2524,reply
2289,2524,retweet
2290,2525,retweet
2291,2525,retweet
2292,2527,reply
2293,2527,retweet
2294,2528,retweet
2295,2529,retweet
2296,2529,retweet
2297,2530,reply
2298,2530,retweet
2299,2533,retweet
2300,2535,retweet
2301,2535,retweet
2302,2536,retweet
2303,2537,retweet
2304,2537,retweet
2305,2537,retweet
2306,2538,retweet
2307,2539,retweet
2308,2540,reply
2309,2540,retweet
2310,2541,retweet
2311,2542,retweet
2312,2542,retweet
2313,2546,retweet
2314,2546,retweet
2315,2546,retweet
2316,2546,reply
2317,2549,reply
2318,2549,retweet
2319,2549,retweet
2320,2551,retweet
2321,2553,retweet
2322,2555,reply
2323,2557,retweet
2324,2558,retweet
2325,2559,retweet
2326,2559,retweet
2327,2561,retweet
2328,2561,retweet
2329,2563,retweet
2330,2566,reply
2331,2567,retweet
2332,2569,retweet
2333,2569,retweet
2334,2569,reply
2335,2570,retweet
2336,2570,retweet
2337,2572,reply
2338,2572,retweet
2339,2573,retweet
2340,2574,retweet
2341,2576,retweet
2342,2577,retweet
2343,2578,retweet
2344,2579,reply
2345,2580,retweet
2346,2581,retweet
2347,2582,reply
2348,2582,reply
2349,2582,retweet
2350,2583,retweet
2351,2584,retweet
2352,2584,retweet
2353,2585,retweet
2354,2588,retweet
2355,2594,reply
2356,2594,retweet
2357,2597,retweet
2358,2597,message
2359,2598,retweet
2360,2599,retweet
2361,2600,retweet
2362,2601,retweet
2363,2601,reply
2364,2603,message
2365,2603,message
2366,2607,retweet
2367,2607,reply
2368,2609,retweet
2369,2610,retweet
2370,2612,retweet
2371,2613,retweet
2372,2613,retweet
2373,2613,retweet
2374,2613,reply
2375,2613,retweet
2376,2618,retweet
2377,2619,retweet
2378,2620,retweet
2379,2620,retweet
2380,2622,retweet
2381,2626,retweet
2382,2627,retweet
2383,2627,retweet
2384,2627,retweet
2385,2629,retweet
2386,2629,retweet
2387,2629,retweet
2388,2630,retweet
2389,2632,retweet
2390,2635,retweet
2391,2636,retweet
2392,2636,retweet
2393,2636,retweet
2394,2637,retweet
2395,2637,retweet
2396,2638,retweet
2397,2638,reply
2398,2639,retweet
2399,2639,retweet
2400,2639,reply
2401,2641,retweet
2402,2641,retweet
2403,2644,reply
2404,2645,retweet
2405,2645,retweet
2406,2645,retweet
2407,2645,message
2408,2645,retweet
2409,2646,retweet
2410,2646,retweet
2411,2646,retweet
2412,2646,retweet
2413,2646,retweet
2414,2647,retweet
2415,2647,retweet
2416,2647,retweet
2417,2647,retweet
2418,2647,retweet
2419,2647,retweet
2420,2647,retweet
2421,2647,retweet
2422,2648,retweet
2423,2648,retweet
2424,2648,retweet
2425,2648,retweet
2426,2648,retweet
2427,2648,retweet
2428,2648,retweet
2429,2648,retweet
2430,2648,retweet
2431,2648,retweet
2432,2648,retweet
2433,2649,retweet
2434,2649,retweet
2435,2650,reply
2436,2652,retweet
2437,2653,retweet
2438,2653,message
2439,2653,retweet
2440,2655,reply
2441,2659,retweet
2442,2659,retweet
2443,2660,retweet
2444,2661,retweet
2445,2662,retweet
2446,2662,retweet
2447,2664,retweet
2448,2664,reply
2449,2667,retweet
2450,2667,retweet
2451,2667,retweet
2452,2669,retweet
2453,2670,reply
2454,2670,retweet
2455,2670,retweet
2456,2673,retweet
2457,2675,reply
2458,2676,retweet
2459,2677,retweet
2460,2679,retweet
2461,2682,retweet
2462,2683,reply
2463,2684,retweet
2464,2685,retweet
2465,2685,retweet
2466,2685,message
2467,2687,reply
2468,2688,reply
2469,2688,retweet
2470,2692,retweet
2471,2694,retweet
2472,2695,retweet
2473,2695,retweet
2474,2696,reply
2475,2700,retweet
2476,2700,retweet
2477,2701,retweet
2478,2703,message
2479,2703,retweet
2480,2704,retweet
2481,2704,reply
2482,2707,retweet
2483,2707,retweet
2484,2708,reply
2485,2709,retweet
2486,2709,retweet
2487,2713,reply
2488,2714,retweet
2489,2716,reply
2490,2717,reply
2491,2717,retweet
2492,2720,retweet
2493,2721,retweet
2494,2722,retweet
2495,2724,retweet
2496,2724,retweet
2497,2724,reply
2498,2725,retweet
2499,2725,reply
2500,2726,retweet
2501,2727,retweet
2502,2728,retweet
2503,2728,reply
2504,2728,retweet
2505,2730,retweet
2506,2731,retweet
2507,2732,retweet
2508,2732,reply
2509,2733,retweet
2510,2733,retweet
2511,2734,retweet
2512,2738,reply
2513,2740,reply
2514,2741,retweet
2515,2742,retweet
2516,2742,retweet
2517,2745,retweet
2518,2746,retweet
2519,2748,retweet
2520,2749,message
2521,2751,reply
2522,2752,retweet
2523,2752,reply
2524,2753,retweet
2525,2755,retweet
2526,2755,retweet
2527,2757,reply
2528,2758,reply
2529,2760,reply
2530,2760,retweet
2531,2761,retweet
2532,2762,retweet
2533,2762,retweet
2534,2763,retweet
2535,2764,retweet
2536,2764,retweet
2537,2764,reply
2538,2765,reply
2539,2766,retweet
2540,2767,reply
2541,2769,retweet
2542,2769,retweet
2543,2772,retweet
2544,2773,retweet
2545,2774,retweet
2546,2777,reply
2547,2777,retweet
2548,2778,retweet
2549,2778,reply
2550,2781,retweet
2551,2782,reply
2552,2784,retweet
2553,2784,retweet
2554,2784,message
2555,2787,reply
2556,2787,retweet
2557,2789,retweet
2558,2790,retweet
2559,2791,retweet
2560,2792,retweet
2561,2794,retweet
2562,2794,retweet
2563,2794,reply
2564,2798,reply
2565,2798,retweet
2566,2800,retweet
2567,2804,reply
2568,2804,retweet
2569,2804,retweet
2570,2805,retweet
2571,2806,reply
2572,2807,retweet
2573,2809,retweet
2574,2810,retweet
2575,2810,retweet
2576,2811,retweet
2577,2812,retweet
2578,2814,retweet
2579,2816,retweet
2580,2818,retweet
2581,2819,retweet
2582,2819,reply
2583,2820,reply
2584,2821,retweet
2585,2822,retweet
2586,2824,retweet
2587,2824,reply
2588,2825,retweet
2589,2827,retweet
2590,2828,retweet
2591,2831,retweet
2592,2831,retweet
2593,2832,retweet
2594,2835,retweet
2595,2835,retweet
2596,2836,reply
2597,2836,retweet
2598,2836,retweet
2599,2838,retweet
2600,2839,retweet
2601,2843,retweet
2602,2843,reply
2603,2843,retweet
2604,2846,reply
2605,2846,retweet
2606,2849,retweet
2607,2850,retweet
2608,2850,reply
2609,2855,retweet
2610,2856,reply
2611,2859,retweet
2612,2861,retweet
2613,2862,retweet
2614,2864,retweet
2615,2864,reply
2616,2866,retweet
2617,2866,reply
2618,2867,retweet
2619,2868,retweet
2620,2869,retweet
2621,2870,reply
2622,2872,retweet
2623,2872,retweet
2624,2873,reply
2625,2875,reply
2626,2875,retweet
2627,2876,reply
2628,2877,reply
2629,2877,retweet
2630,2880,reply
2631,2881,retweet
2632,2881,message
2633,2882,retweet
2634,2883,retweet
2635,2883,retweet
2636,2883,retweet
2637,2883,retweet
2638,2883,retweet
2639,2883,retweet
2640,2883,retweet
2641,2883,retweet
2642,2883,retweet
2643,2883,retweet
2644,2884,retweet
2645,2884,retweet
2646,2884,retweet
2647,2884,retweet
2648,2884,retweet
2649,2884,retweet
2650,2884,reply
2651,2884,retweet
2652,2884,retweet
2653,2884,retweet
2654,2884,retweet
2655,2884,retweet
2656,2884,retweet
2657,2884,retweet
2658,2884,retweet
2659,2885,retweet
2660,2885,retweet
2661,2886,retweet
2662,2888,retweet
2663,2890,reply
2664,2891,message
2665,2891,retweet
